,fpr,tpr
0,0.0,0.0
1,0.016129032258064516,0.15164835164835164
2,0.14516129032258066,0.389010989010989
3,0.3225806451612903,0.6
4,0.3870967741935484,0.7626373626373626
5,0.5161290322580645,0.8571428571428571
6,0.7258064516129032,0.9230769230769231
7,0.8548387096774194,0.9604395604395605
8,0.9354838709677419,0.978021978021978
9,0.967741935483871,0.9956043956043956
10,1.0,1.0
