,0
0,0.03736263736263736
1,0.04416535845107274
2,0.06457352171637885
3,0.07817896389324962
4,0.08498168498168497
5,0.09963369963369963
6,0.106436420722135
7,0.13207744636316066
8,0.1577184720041863
9,0.16452119309262167
10,0.19016221873364733
11,0.21057038199895342
12,0.2173731030873888
13,0.24301412872841444
14,0.24981684981684982
15,0.26373626373626374
16,0.2705389848246991
17,0.2773417059131345
18,0.294924123495552
19,0.3205651491365777
20,0.32736787022501307
21,0.3647305075876505
22,0.3715332286760858
23,0.3971742543171115
24,0.4023024594453166
25,0.4159079016221874
26,0.42250130821559395
27,0.44814233385661956
28,0.45253793825222394
29,0.4737833594976452
30,0.4805860805860806
31,0.487388801674516
32,0.49419152276295136
33,0.5103087388801675
34,0.5264259549973836
35,0.533228676085819
36,0.5376242804814234
37,0.5444270015698587
38,0.5512297226582942
39,0.5580324437467294
40,0.5675562532705389
41,0.5743589743589744
42,0.5787545787545788
43,0.6043956043956044
44,0.6180010465724751
45,0.6248037676609105
46,0.6270015698587127
47,0.6338042909471481
48,0.6521193092621663
49,0.6543171114599685
50,0.6587127158555729
51,0.6777603349031921
52,0.7034013605442176
53,0.7055991627420198
54,0.7092621664050235
55,0.716064887493459
56,0.7197278911564626
57,0.735112506541078
58,0.7419152276295132
59,0.7529042386185244
60,0.7665096807953952
61,0.7733124018838304
62,0.7769754055468341
63,0.7923600209314494
64,0.7991627420198849
65,0.8248037676609106
66,0.8321297749869179
67,0.8328623757195186
68,0.8396650968079539
69,0.8403976975405546
70,0.8472004186289901
71,0.850130821559393
72,0.8508634222919937
73,0.8523286237571952
74,0.8545264259549974
75,0.8613291470434329
76,0.866457352171638
77,0.8686551543694402
78,0.8754578754578755
79,0.8761904761904762
80,0.8829931972789117
81,0.8873888016745161
82,0.8881214024071168
83,0.8888540031397175
84,0.8956567242281528
85,0.9000523286237572
86,0.9007849293563579
87,0.9264259549973836
88,0.933228676085819
89,0.9339612768184198
90,0.936159079016222
91,0.9429618001046572
92,0.9451596023024594
93,0.970800627943485
94,0.9722658294086864
95,0.9729984301412872
96,0.9737310308738879
97,0.9873364730507587
98,0.9888016745159603
99,0.9909994767137625
100,0.9978021978021978
101,0.9985347985347985
102,0.9992673992673993
103,1.0
