,fpr,tpr
0,0.0,0.0
1,0.002136752136752137,0.0
2,0.002136752136752137,0.02040816326530612
3,0.004273504273504274,0.02040816326530612
4,0.004273504273504274,0.04081632653061224
5,0.010683760683760684,0.04081632653061224
6,0.010683760683760684,0.08163265306122448
7,0.01282051282051282,0.08163265306122448
8,0.01282051282051282,0.12244897959183673
9,0.014957264957264958,0.12244897959183673
10,0.014957264957264958,0.16326530612244897
11,0.017094017094017096,0.16326530612244897
12,0.017094017094017096,0.20408163265306123
13,0.029914529914529916,0.20408163265306123
14,0.029914529914529916,0.22448979591836735
15,0.03418803418803419,0.22448979591836735
16,0.03418803418803419,0.24489795918367346
17,0.038461538461538464,0.24489795918367346
18,0.038461538461538464,0.2653061224489796
19,0.04487179487179487,0.2653061224489796
20,0.04487179487179487,0.30612244897959184
21,0.0641025641025641,0.30612244897959184
22,0.0641025641025641,0.3469387755102041
23,0.06837606837606838,0.3469387755102041
24,0.06837606837606838,0.3877551020408163
25,0.08333333333333333,0.3877551020408163
26,0.08333333333333333,0.40816326530612246
27,0.12179487179487179,0.40816326530612246
28,0.12179487179487179,0.42857142857142855
29,0.1346153846153846,0.42857142857142855
30,0.1346153846153846,0.4489795918367347
31,0.14957264957264957,0.4489795918367347
32,0.14957264957264957,0.4897959183673469
33,0.1752136752136752,0.4897959183673469
34,0.1752136752136752,0.5102040816326531
35,0.18376068376068377,0.5102040816326531
36,0.18376068376068377,0.5306122448979592
37,0.20726495726495728,0.5306122448979592
38,0.20726495726495728,0.5510204081632653
39,0.27564102564102566,0.5510204081632653
40,0.27564102564102566,0.5714285714285714
41,0.30128205128205127,0.5714285714285714
42,0.30128205128205127,0.5918367346938775
43,0.3055555555555556,0.5918367346938775
44,0.3055555555555556,0.6122448979591837
45,0.3269230769230769,0.6122448979591837
46,0.3269230769230769,0.673469387755102
47,0.3333333333333333,0.673469387755102
48,0.3333333333333333,0.6938775510204082
49,0.39316239316239315,0.6938775510204082
50,0.39316239316239315,0.7142857142857143
51,0.3974358974358974,0.7142857142857143
52,0.3974358974358974,0.7346938775510204
53,0.41239316239316237,0.7346938775510204
54,0.41239316239316237,0.7551020408163265
55,0.43162393162393164,0.7551020408163265
56,0.43162393162393164,0.7959183673469388
57,0.47649572649572647,0.7959183673469388
58,0.47649572649572647,0.8163265306122449
59,0.5170940170940171,0.8163265306122449
60,0.5170940170940171,0.8367346938775511
61,0.5277777777777778,0.8367346938775511
62,0.5277777777777778,0.8571428571428571
63,0.5405982905982906,0.8571428571428571
64,0.5405982905982906,0.8775510204081632
65,0.6196581196581197,0.8775510204081632
66,0.6196581196581197,0.8979591836734694
67,0.6517094017094017,0.8979591836734694
68,0.6517094017094017,0.9183673469387755
69,0.7222222222222222,0.9183673469387755
70,0.7222222222222222,0.9387755102040817
71,0.9081196581196581,0.9387755102040817
72,0.9081196581196581,0.9591836734693877
73,0.9294871794871795,0.9591836734693877
74,0.9294871794871795,0.9795918367346939
75,0.9636752136752137,0.9795918367346939
76,0.9636752136752137,1.0
77,1.0,1.0
