,0
0,0.01098901098901099
1,0.01098901098901099
2,0.017791732077446363
3,0.04343275771847201
4,0.050235478806907374
5,0.06384092098377812
6,0.08948194662480376
7,0.10308738880167452
8,0.11669283097854526
9,0.13867085295656725
10,0.152276295133438
11,0.15907901622187337
12,0.16567242281527997
13,0.1913134484563056
14,0.19811616954474096
15,0.22375719518576662
16,0.230559916274202
17,0.24416535845107276
18,0.26614338042909474
19,0.27974882260596545
20,0.29733124018838303
21,0.3486132914704343
22,0.36221873364730506
23,0.36734693877551017
24,0.39979068550497115
25,0.4312925170068027
26,0.45693354264782843
27,0.4708529565672423
28,0.4776556776556777
29,0.484981684981685
30,0.49178440607012036
31,0.5035060177917321
32,0.5171114599686029
33,0.5427524856096285
34,0.5508110936682366
35,0.5576138147566719
36,0.5649398220826792
37,0.5717425431711146
38,0.5783359497645212
39,0.5851386708529566
40,0.6041862899005755
41,0.611512297226583
42,0.6371533228676086
43,0.6540031397174254
44,0.6608058608058608
45,0.6659340659340659
46,0.6727367870225013
47,0.6795395081109367
48,0.6817373103087389
49,0.702145473574045
50,0.7089481946624804
51,0.7192046049188906
52,0.7279958137100994
53,0.7433804290947149
54,0.7690214547357405
55,0.7726844583987441
56,0.7794871794871795
57,0.7862899005756149
58,0.7994767137624281
59,0.8062794348508634
60,0.8092098377812663
61,0.8228152799581371
62,0.8360020931449502
63,0.836734693877551
64,0.8374672946101517
65,0.8442700156985872
66,0.8457352171637886
67,0.8493982208267923
68,0.8559916274201989
69,0.8627943485086343
70,0.8695970695970696
71,0.8703296703296703
72,0.895970695970696
73,0.9027734170591314
74,0.9035060177917321
75,0.9042386185243328
76,0.9079016221873365
77,0.9100994243851387
78,0.916902145473574
79,0.9190999476713761
80,0.9212977498691783
81,0.9281004709576139
82,0.9288330716902147
83,0.9295656724228154
84,0.955206698063841
85,0.9620094191522762
86,0.9634746206174777
87,0.9678702250130821
88,0.9686028257456828
89,0.9700680272108843
90,0.970800627943485
91,0.9722658294086864
92,0.9729984301412872
93,0.9798011512297227
94,0.9812663526949241
95,0.9880690737833596
96,0.9895342752485611
97,0.9963369963369964
98,0.9970695970695971
99,0.9992673992673993
100,1.0
