,fpr,tpr
0,0.0,0.0
1,0.0,0.002197802197802198
2,0.016129032258064516,0.002197802197802198
3,0.016129032258064516,0.0945054945054945
4,0.03225806451612903,0.0945054945054945
5,0.03225806451612903,0.15824175824175823
6,0.04838709677419355,0.15824175824175823
7,0.04838709677419355,0.210989010989011
8,0.06451612903225806,0.210989010989011
9,0.06451612903225806,0.23736263736263735
10,0.08064516129032258,0.23736263736263735
11,0.08064516129032258,0.25054945054945055
12,0.0967741935483871,0.25054945054945055
13,0.0967741935483871,0.29010989010989013
14,0.11290322580645161,0.29010989010989013
15,0.11290322580645161,0.34065934065934067
16,0.12903225806451613,0.34065934065934067
17,0.12903225806451613,0.35384615384615387
18,0.14516129032258066,0.35384615384615387
19,0.14516129032258066,0.4
20,0.16129032258064516,0.4
21,0.16129032258064516,0.45714285714285713
22,0.1774193548387097,0.45714285714285713
23,0.1774193548387097,0.4703296703296703
24,0.1935483870967742,0.4703296703296703
25,0.1935483870967742,0.4879120879120879
26,0.20967741935483872,0.4879120879120879
27,0.20967741935483872,0.567032967032967
28,0.22580645161290322,0.567032967032967
29,0.22580645161290322,0.5758241758241758
30,0.24193548387096775,0.5758241758241758
31,0.24193548387096775,0.6043956043956044
32,0.25806451612903225,0.6043956043956044
33,0.25806451612903225,0.6065934065934065
34,0.2903225806451613,0.6065934065934065
35,0.2903225806451613,0.6395604395604395
36,0.3064516129032258,0.6395604395604395
37,0.3064516129032258,0.6967032967032967
38,0.3225806451612903,0.6967032967032967
39,0.3225806451612903,0.7912087912087912
40,0.3387096774193548,0.7912087912087912
41,0.3387096774193548,0.7978021978021979
42,0.3548387096774194,0.7978021978021979
43,0.3548387096774194,0.8153846153846154
44,0.3709677419354839,0.8153846153846154
45,0.3709677419354839,0.8263736263736263
46,0.3870967741935484,0.8263736263736263
47,0.3870967741935484,0.8395604395604396
48,0.4032258064516129,0.8395604395604396
49,0.4032258064516129,0.8417582417582418
50,0.41935483870967744,0.8417582417582418
51,0.41935483870967744,0.843956043956044
52,0.43548387096774194,0.843956043956044
53,0.43548387096774194,0.8461538461538461
54,0.4838709677419355,0.8461538461538461
55,0.4838709677419355,0.8615384615384616
56,0.5161290322580645,0.8615384615384616
57,0.5161290322580645,0.8637362637362638
58,0.5483870967741935,0.8637362637362638
59,0.5483870967741935,0.8681318681318682
60,0.5645161290322581,0.8681318681318682
61,0.5645161290322581,0.8835164835164835
62,0.5806451612903226,0.8835164835164835
63,0.5806451612903226,0.8857142857142857
64,0.5967741935483871,0.8857142857142857
65,0.5967741935483871,0.8901098901098901
66,0.6129032258064516,0.8901098901098901
67,0.6129032258064516,0.9054945054945055
68,0.6290322580645161,0.9054945054945055
69,0.6290322580645161,0.9076923076923077
70,0.6451612903225806,0.9076923076923077
71,0.6451612903225806,0.9120879120879121
72,0.6612903225806451,0.9120879120879121
73,0.6612903225806451,0.9252747252747253
74,0.6774193548387096,0.9252747252747253
75,0.6774193548387096,0.9274725274725275
76,0.6935483870967742,0.9274725274725275
77,0.6935483870967742,0.9318681318681319
78,0.7419354838709677,0.9318681318681319
79,0.7419354838709677,0.9340659340659341
80,0.7741935483870968,0.9340659340659341
81,0.7741935483870968,0.9384615384615385
82,0.8064516129032258,0.9384615384615385
83,0.8064516129032258,0.9472527472527472
84,0.8225806451612904,0.9472527472527472
85,0.8225806451612904,0.9494505494505494
86,0.8387096774193549,0.9494505494505494
87,0.8387096774193549,0.9604395604395605
88,0.8548387096774194,0.9604395604395605
89,0.8548387096774194,0.9648351648351648
90,0.8709677419354839,0.9648351648351648
91,0.8709677419354839,0.9824175824175824
92,0.8870967741935484,0.9824175824175824
93,0.8870967741935484,0.9846153846153847
94,0.9032258064516129,0.9846153846153847
95,0.9032258064516129,0.9912087912087912
96,0.9193548387096774,0.9912087912087912
97,0.9193548387096774,0.9934065934065934
98,0.9516129032258065,0.9934065934065934
99,0.9516129032258065,0.9956043956043956
100,0.9838709677419355,0.9956043956043956
101,0.9838709677419355,1.0
102,1.0,1.0
