fpr,RF-tpr,fpr,ET-tpr,fpr,AdaBoost-tpr,fpr,GBDT-tpr,fpr,XGBoost-tpr,fpr,LightGBM-tpr,fpr,HFS-LightGBM-tpr
,,,,0.290598291,0.489795918,0.209401709,0.551020408,0.170940171,0.530612245,0.205128205,0.530612245,0.275641026,0.571428571
,,,,0.290598291,0.510204082,0.230769231,0.551020408,0.213675214,0.530612245,0.207264957,0.530612245,0.301282051,0.571428571
,,,,0.301282051,0.510204082,0.230769231,0.571428571,0.213675214,0.551020408,0.207264957,0.551020408,0.301282051,0.591836735
,,,,0.301282051,0.530612245,0.262820513,0.571428571,0.224358974,0.551020408,0.213675214,0.551020408,0.305555556,0.591836735
,,,,0.30982906,0.530612245,0.262820513,0.591836735,0.224358974,0.571428571,0.213675214,0.571428571,0.305555556,0.612244898
,,,,0.30982906,0.551020408,0.292735043,0.591836735,0.228632479,0.571428571,0.226495726,0.571428571,0.326923077,0.612244898
,,,,0.320512821,0.551020408,0.292735043,0.612244898,0.228632479,0.591836735,0.226495726,0.612244898,0.326923077,0.673469388
,,,,0.320512821,0.571428571,0.311965812,0.612244898,0.243589744,0.591836735,0.235042735,0.612244898,0.333333333,0.673469388
,,,,0.337606838,0.571428571,0.311965812,0.632653061,0.243589744,0.612244898,0.235042735,0.632653061,0.333333333,0.693877551
,,,,0.337606838,0.591836735,0.326923077,0.632653061,0.267094017,0.612244898,0.245726496,0.632653061,0.393162393,0.693877551
,,,,0.38034188,0.591836735,0.326923077,0.653061224,0.267094017,0.632653061,0.245726496,0.653061224,0.393162393,0.714285714
,,,,0.384615385,0.591836735,0.348290598,0.653061224,0.292735043,0.632653061,0.346153846,0.653061224,0.397435897,0.714285714
,,,,0.386752137,0.591836735,0.348290598,0.673469388,0.292735043,0.653061224,0.346153846,0.673469388,0.397435897,0.734693878
,,,,0.386752137,0.612244898,0.354700855,0.673469388,0.314102564,0.653061224,0.382478632,0.673469388,0.412393162,0.734693878
,,,,0.405982906,0.612244898,0.354700855,0.693877551,0.314102564,0.673469388,0.382478632,0.693877551,0.412393162,0.755102041
,,,,0.405982906,0.632653061,0.408119658,0.693877551,0.401709402,0.673469388,0.393162393,0.693877551,0.431623932,0.755102041
,,,,0.41025641,0.632653061,0.408119658,0.714285714,0.401709402,0.693877551,0.393162393,0.734693878,0.431623932,0.795918367
,,,,0.414529915,0.632653061,0.444444444,0.714285714,0.44017094,0.693877551,0.416666667,0.734693878,0.476495726,0.795918367
,,,,0.431623932,0.632653061,0.444444444,0.734693878,0.44017094,0.714285714,0.416666667,0.755102041,0.476495726,0.816326531
,,,,0.435897436,0.632653061,0.47008547,0.734693878,0.474358974,0.714285714,0.44017094,0.755102041,0.517094017,0.816326531
,,,,0.435897436,0.653061224,0.47008547,0.755102041,0.474358974,0.734693878,0.44017094,0.775510204,0.517094017,0.836734694
,,,,0.448717949,0.653061224,0.495726496,0.755102041,0.508547009,0.734693878,0.476495726,0.775510204,0.527777778,0.836734694
,,,,0.448717949,0.673469388,0.495726496,0.775510204,0.508547009,0.755102041,0.476495726,0.795918367,0.527777778,0.857142857
,,,,0.47008547,0.673469388,0.519230769,0.775510204,0.523504274,0.755102041,0.497863248,0.795918367,0.540598291,0.857142857
,,,,0.47008547,0.693877551,0.519230769,0.795918367,0.523504274,0.775510204,0.497863248,0.816326531,0.540598291,0.87755102
