,0
0,0.0
1,0.001984126984126984
2,0.002136752136752137
3,0.005952380952380952
4,0.00641025641025641
5,0.007936507936507936
6,0.00992063492063492
7,0.01282051282051282
8,0.013888888888888888
9,0.016129032258064516
10,0.021825396825396824
11,0.03225806451612903
12,0.03418803418803419
13,0.042735042735042736
14,0.04365079365079365
15,0.04838709677419355
16,0.05128205128205128
17,0.06451612903225806
18,0.06746031746031746
19,0.07264957264957266
20,0.07478632478632478
21,0.07692307692307693
22,0.08064516129032258
23,0.08333333333333333
24,0.09188034188034189
25,0.0967741935483871
26,0.09829059829059829
27,0.10256410256410256
28,0.11290322580645161
29,0.12606837606837606
30,0.12903225806451613
31,0.13034188034188035
32,0.1349206349206349
33,0.14516129032258066
34,0.16129032258064516
35,0.17307692307692307
36,0.1774193548387097
37,0.19230769230769232
38,0.1935483870967742
39,0.1987179487179487
40,0.20512820512820512
41,0.2094017094017094
42,0.20967741935483872
43,0.23076923076923078
44,0.24193548387096775
45,0.25806451612903225
46,0.26282051282051283
47,0.27419354838709675
48,0.2903225806451613
49,0.29273504273504275
50,0.3064516129032258
51,0.31196581196581197
52,0.3225806451612903
53,0.3269230769230769
54,0.3387096774193548
55,0.3482905982905983
56,0.3547008547008547
57,0.3548387096774194
58,0.36904761904761907
59,0.3709677419354839
60,0.373015873015873
61,0.4032258064516129
62,0.4081196581196581
63,0.41935483870967744
64,0.4305555555555556
65,0.43548387096774194
66,0.4365079365079365
67,0.4444444444444444
68,0.45161290322580644
69,0.46774193548387094
70,0.4700854700854701
71,0.49572649572649574
72,0.5161290322580645
73,0.5192307692307693
74,0.5235042735042735
75,0.532051282051282
76,0.532258064516129
77,0.5476190476190477
78,0.5483870967741935
79,0.5645161290322581
80,0.5806451612903226
81,0.5897435897435898
82,0.6129032258064516
83,0.6175213675213675
84,0.6290322580645161
85,0.6581196581196581
86,0.6612903225806451
87,0.6774193548387096
88,0.7096774193548387
89,0.7258064516129032
90,0.7419354838709677
91,0.7580645161290323
92,0.7741935483870968
93,0.7903225806451613
94,0.8055555555555556
95,0.8225806451612904
96,0.8387096774193549
97,0.8525641025641025
98,0.8824786324786325
99,0.8870967741935484
100,0.8888888888888888
101,0.9193548387096774
102,0.9354838709677419
103,0.9516129032258065
104,0.967948717948718
105,1.0
