,0
0,0.02197802197802198
1,0.02197802197802198
2,0.0423861852433281
3,0.06802721088435375
4,0.08163265306122448
5,0.10727367870225013
6,0.13291470434327576
7,0.13971742543171115
8,0.1653584510727368
9,0.17854526425954997
10,0.2041862899005756
11,0.2122448979591837
12,0.21904761904761907
13,0.22585034013605443
14,0.2514913657770801
15,0.27639979068550496
16,0.28320251177394035
17,0.2934589220303506
18,0.3190999476713762
19,0.3259026687598116
20,0.332705389848247
21,0.3395081109366824
22,0.34097331240188383
23,0.3477760334903192
24,0.36138147566719
25,0.37090528519099947
26,0.38451072736787023
27,0.40491889063317626
28,0.4144427001569859
29,0.42124542124542125
30,0.4227106227106227
31,0.4295133437990581
32,0.4551543694400837
33,0.4661433804290947
34,0.506436420722135
35,0.5132391418105704
36,0.5220303506017792
37,0.5288330716902145
38,0.5376242804814234
39,0.5444270015698587
40,0.5512297226582942
41,0.5580324437467294
42,0.5594976452119309
43,0.5663003663003663
44,0.5794871794871795
45,0.6014652014652014
46,0.6082679225536368
47,0.6177917320774463
48,0.62145473574045
49,0.6282574568288855
50,0.6297226582940869
51,0.6365253793825222
52,0.6423861852433281
53,0.6491889063317635
54,0.6660387231815803
55,0.6728414442700158
56,0.6796441653584511
57,0.6847723704866562
58,0.7104133961276817
59,0.7162742019884876
60,0.7419152276295132
61,0.7521716378859237
62,0.7589743589743589
63,0.7611721611721611
64,0.7868131868131868
65,0.7912087912087912
66,0.816849816849817
67,0.8236525379382522
68,0.8295133437990581
69,0.8346415489272632
70,0.8414442700156984
71,0.848246991104134
72,0.8577708006279435
73,0.8645735217163789
74,0.8713762428048142
75,0.8781789638932497
76,0.8789115646258504
77,0.9045525902668761
78,0.9089481946624804
79,0.9126111983254841
80,0.9133437990580848
81,0.9201465201465201
82,0.9216117216117216
83,0.9284144427001569
84,0.9291470434327577
85,0.935949764521193
86,0.938880167451596
87,0.9403453689167974
88,0.9432757718472004
89,0.9454735740450025
90,0.9462061747776033
91,0.946938775510204
92,0.9498691784406069
93,0.9520669806384093
94,0.9588697017268446
95,0.9618001046572475
96,0.9647305075876504
97,0.9715332286760857
98,0.9783359497645212
99,0.9805337519623234
100,0.9873364730507587
101,0.9888016745159603
102,0.9909994767137625
103,0.9917320774463633
104,0.9985347985347985
105,1.0
